Order ID,Customer ID,Product ID,Date,Original Price,Discount%
OD0988,C073,P0837,30-07-2021,963.00,46.00%
OD0989,C074,P0838,10-06-2021,234.00,46.00%
OD0990,C075,P0839,09-10-2022,456.00,30.00%
OD0991,C076,P0840,24-10-2021,564.00,30.00%
OD0992,C077,P0841,31-07-2021,634.00,30.00%
OD0993,C078,P0842,22-12-2022,236.00,30.00%
OD0994,C079,P0843,30-01-2022,444.00,30.00%
OD0995,C080,P0844,08-01-2022,456.00,35.00%
OD0996,C081,P0845,05-02-2022,963.00,35.00%
OD0997,C082,P0846,04-10-2021,456.00,35.00%
OD0998,C083,P0847,10-10-2022,1189.00,35.00%
OD0999,C084,P0848,06-05-2021,1298.00,35.00%
OD1000,C085,P0849,23-08-2021,1456.00,35.00%
OD1001,C086,P0850,27-02-2022,1478.00,40.00%
OD1002,C087,P0851,15-05-2022,256.00,40.00%
OD1003,C088,P0852,10-12-2021,2698.00,15.00%
OD1004,C089,P0853,23-05-2021,2364.00,15.00%
OD1005,C090,P0854,18-02-2021,1236.00,15.00%
OD1006,C091,P0855,10-12-2021,756.00,35.00%
OD1007,C092,P0856,29-08-2021,326.00,35.00%
OD1008,C093,P0857,23-05-2022,453.00,35.00%
OD1009,C094,P0858,12-02-2023,326.00,35.00%
OD1010,C095,P0859,01-01-2022,456.00,55.00%
OD1011,C096,P0860,19-09-2021,675.00,55.00%
OD1012,C097,P0861,04-07-2021,654.00,55.00%
OD1013,C098,P0862,20-01-2022,654.00,55.00%
OD1014,C099,P0863,21-09-2022,654.00,50.00%
OD1015,C100,P0863,03-03-2022,654.00,50.00%
OD1016,C001,P0863,13-10-2021,356.00,50.00%
OD1017,C002,P0863,05-10-2022,686.00,50.00%
OD1018,C003,P0863,09-06-2022,456.00,50.00%
OD1019,C004,P0864,10-02-2023,516.00,30.00%
OD1020,C005,P0865,21-12-2022,355.00,32.00%
OD1021,C006,P0866,23-03-2023,465.00,25.00%
OD1022,C007,P0867,08-04-2022,965.00,45.00%
OD1023,C008,P0868,10-06-2022,1158.00,15.00%
OD1024,C009,P0869,16-07-2022,264.00,33.00%
OD1025,C010,P0870,05-02-2023,433.00,42.00%
OD1026,C011,P0871,02-03-2021,562.00,42.00%
OD1027,C012,P0872,16-02-2021,423.00,39.00%
OD1028,C013,P0873,22-01-2022,621.00,39.00%
OD1029,C014,P0874,07-11-2021,333.00,39.00%
OD1030,C015,P0875,05-11-2022,236.00,39.00%
OD1031,C016,P0876,23-02-2023,456.00,30.00%
OD1032,C017,P0877,06-02-2021,963.00,30.00%
OD1033,C018,P0878,05-12-2022,234.00,30.00%
OD1034,C019,P0879,03-03-2023,456.00,25.00%
OD1035,C020,P0880,13-02-2021,564.00,25.00%
OD1036,C021,P0881,01-03-2023,634.00,30.00%
OD1037,C022,P0882,07-12-2022,236.00,30.00%
OD1038,C023,P0883,06-10-2021,444.00,30.00%
OD1039,C024,P0884,17-03-2022,456.00,40.00%
OD1040,C025,P0885,28-02-2023,963.00,40.00%
OD1041,C026,P0886,08-09-2022,456.00,40.00%
OD1042,C027,P0887,27-02-2021,1189.00,40.00%
OD1043,C028,P0888,21-01-2022,1298.00,40.00%
OD1044,C029,P0889,14-07-2021,1456.00,40.00%
OD1045,C030,P0890,25-07-2022,1478.00,45.00%
OD1046,C031,P0891,18-03-2022,256.00,45.00%
OD1047,C032,P0892,07-11-2021,2698.00,45.00%
OD1048,C033,P0893,29-03-2022,2364.00,47.00%
OD1049,C034,P0894,20-12-2021,1236.00,47.00%
OD1050,C035,P0895,01-11-2021,756.00,46.00%
OD1051,C036,P0896,08-10-2021,326.00,46.00%
OD1052,C037,P0897,19-07-2021,453.00,46.00%
OD1053,C038,P0898,16-02-2021,326.00,30.00%
OD1054,C039,P0899,16-05-2022,456.00,30.00%
OD1055,C040,P0900,12-05-2021,456.00,30.00%
OD1056,C041,P0901,06-08-2021,456.00,30.00%
OD1057,C042,P0902,15-02-2022,456.00,30.00%
OD1058,C043,P0903,25-04-2021,236.00,35.00%
OD1059,C044,P0904,17-04-2021,996.00,35.00%
OD1060,C045,P0905,31-07-2021,654.00,35.00%
OD1061,C046,P0906,16-11-2022,456.00,35.00%
OD1062,C047,P0907,10-04-2022,785.00,35.00%
OD1063,C048,P0908,16-10-2021,365.00,35.00%
OD1064,C049,P0909,08-02-2021,965.00,40.00%
OD1065,C050,P0910,12-05-2021,444.00,40.00%
OD1066,C051,P0911,12-09-2022,569.00,15.00%
OD1067,C052,P0911,10-11-2021,475.00,15.00%
OD1068,C053,P0911,31-01-2022,598.00,15.00%
OD1069,C054,P0911,25-02-2023,536.00,30.00%
OD1070,C055,P0911,04-02-2023,256.00,30.00%
OD1071,C056,P0911,04-03-2021,456.00,30.00%
OD1072,C057,P0911,16-02-2022,456.00,25.00%
OD1073,C058,P0912,17-11-2021,745.00,25.00%
OD1074,C059,P0913,11-02-2023,356.00,30.00%
OD1075,C060,P0914,09-06-2022,1189.00,30.00%
OD1076,C061,P0915,17-09-2022,426.00,30.00%
OD1077,C062,P0916,22-02-2021,1126.00,40.00%
OD1078,C063,P0917,12-12-2022,1145.00,40.00%
OD1079,C064,P0918,13-06-2022,1235.00,40.00%
OD1080,C065,P0919,24-12-2022,1564.00,40.00%
OD1081,C066,P0920,19-05-2021,654.00,40.00%
OD1082,C067,P0921,29-11-2021,854.00,40.00%
OD1083,C068,P0922,10-12-2022,475.00,45.00%
OD1084,C069,P0923,13-11-2022,349.00,45.00%
OD1085,C070,P0924,05-06-2022,350.00,45.00%
OD1086,C071,P0925,22-04-2022,351.00,47.00%
OD1087,C072,P0926,28-01-2022,352.00,47.00%
OD1088,C073,P0927,13-02-2021,353.00,46.00%
OD1089,C074,P0928,09-06-2021,354.00,46.00%
OD1090,C075,P0929,04-07-2021,355.00,46.00%
OD1091,C076,P0930,19-03-2023,356.00,30.00%
OD1092,C077,P0931,05-04-2022,999.00,30.00%
OD1093,C078,P0932,27-03-2023,555.00,30.00%
OD1094,C079,P0933,26-05-2021,555.00,30.00%
OD1095,C080,P0934,18-11-2021,555.00,30.00%
OD1096,C081,P0935,14-01-2021,555.00,35.00%
OD1097,C082,P0936,30-04-2022,1025.00,35.00%
OD1098,C083,P0936,20-04-2021,1025.00,35.00%
OD1099,C084,P0936,22-11-2022,1025.00,35.00%
OD1100,C085,P0936,15-02-2021,555.00,35.00%
OD1101,C086,P0936,21-11-2022,599.00,35.00%
OD1102,C087,P0937,08-11-2022,555.00,40.00%
OD1103,C088,P0938,25-01-2021,555.00,40.00%
OD1104,C089,P0939,03-03-2023,565.00,15.00%
OD1105,C090,P0940,31-12-2022,555.00,15.00%
OD1106,C091,P0941,15-06-2021,999.00,15.00%
OD1107,C092,P0942,19-10-2021,999.00,35.00%
OD1108,C093,P0943,21-08-2022,999.00,35.00%
OD1109,C094,P0944,22-08-2021,999.00,35.00%
OD1110,C095,P0945,18-07-2021,1119.00,35.00%
OD1111,C096,P0946,06-03-2021,1119.00,55.00%
OD1112,C097,P0947,17-02-2021,1119.00,55.00%
OD1113,C098,P0948,19-12-2022,1119.00,55.00%
OD1114,C099,P0949,07-08-2022,985.00,55.00%
OD1115,C100,P0950,29-05-2022,985.00,50.00%
OD1116,C001,P0951,24-03-2023,985.00,50.00%
OD1117,C002,P0952,18-06-2021,985.00,50.00%
OD1118,C003,P0953,21-05-2021,985.00,50.00%
OD1119,C004,P0954,15-02-2023,369.00,50.00%
OD1120,C005,P0955,15-04-2022,399.00,30.00%
OD1121,C006,P0956,17-01-2022,399.00,32.00%
OD1122,C007,P0957,11-01-2022,399.00,25.00%
OD1123,C008,P0958,03-12-2022,399.00,45.00%
OD1124,C009,P0959,25-06-2022,555.00,15.00%
OD1125,C010,P0960,22-07-2022,555.00,33.00%
OD1126,C011,P0961,28-11-2021,555.00,42.00%
OD1127,C012,P0962,15-03-2022,555.00,42.00%
OD1128,C013,P0963,02-06-2021,675.00,39.00%
OD1129,C014,P0964,18-05-2022,675.00,39.00%
OD1130,C015,P0965,11-12-2021,675.00,39.00%
OD1131,C016,P0966,28-01-2021,654.00,39.00%
OD1132,C017,P0967,09-02-2021,654.00,30.00%
OD1133,C018,P0968,30-01-2021,654.00,30.00%
OD1134,C019,P0969,28-02-2023,654.00,30.00%
OD1135,C020,P0970,03-11-2022,356.00,25.00%
OD1136,C021,P0971,31-03-2022,686.00,25.00%
OD1137,C022,P0972,16-11-2021,456.00,30.00%
OD1138,C023,P0973,14-11-2021,516.00,30.00%
OD1139,C024,P0974,13-07-2021,355.00,30.00%
OD1140,C025,P0975,09-09-2022,465.00,40.00%
OD1141,C026,P0976,01-11-2022,965.00,40.00%
OD1142,C027,P0977,11-02-2023,1158.00,40.00%
OD1143,C028,P0978,01-03-2021,264.00,40.00%
OD1144,C029,P0979,14-11-2022,433.00,40.00%
OD1145,C030,P0980,09-07-2021,562.00,40.00%
OD1146,C031,P0980,31-07-2021,423.00,45.00%
OD1147,C032,P0980,08-10-2021,621.00,45.00%
OD1148,C033,P0980,09-05-2021,333.00,45.00%
OD1149,C034,P0980,18-03-2021,236.00,47.00%
OD1150,C035,P0981,23-01-2023,456.00,47.00%
OD1151,C036,P0982,16-09-2021,963.00,46.00%
OD1152,C037,P0983,22-02-2022,234.00,46.00%
OD1153,C038,P0984,15-07-2021,456.00,46.00%
OD1154,C039,P0985,17-11-2021,564.00,30.00%
OD1155,C040,P0986,10-11-2022,634.00,30.00%
OD1156,C041,P0987,13-01-2022,236.00,30.00%
OD1157,C042,P0988,21-06-2021,444.00,30.00%
OD1158,C043,P0989,21-09-2021,456.00,30.00%
OD1159,C044,P0990,02-05-2021,963.00,35.00%
OD1160,C045,P0991,16-03-2023,456.00,35.00%
OD1161,C046,P0992,29-01-2022,1189.00,35.00%
OD1162,C047,P0993,05-02-2022,1298.00,35.00%
OD1163,C048,P0994,19-12-2022,1456.00,35.00%
OD1164,C049,P0995,01-07-2021,1478.00,35.00%
OD1165,C050,P0995,05-03-2021,256.00,40.00%
OD1166,C051,P0995,03-08-2021,2698.00,40.00%
OD1167,C052,P0995,11-06-2022,2364.00,15.00%
OD1168,C053,P0995,08-10-2021,1236.00,15.00%
OD1169,C054,P0996,09-11-2022,756.00,15.00%
OD1170,C055,P0997,29-08-2021,326.00,30.00%
OD1171,C056,P0998,15-02-2021,453.00,30.00%
OD1172,C057,P0999,07-01-2023,326.00,40.00%
OD1173,C058,P1000,20-07-2021,456.00,40.00%
OD1174,C059,P1001,12-02-2023,675.00,40.00%
OD1175,C060,P1002,01-02-2022,654.00,40.00%
OD1176,C061,P1003,02-09-2022,654.00,40.00%
OD1177,C062,P1004,23-11-2022,654.00,40.00%
OD1178,C063,P1005,07-07-2022,654.00,45.00%
OD1179,C064,P1006,25-03-2021,356.00,45.00%
OD1180,C065,P1007,23-06-2021,686.00,45.00%
OD1181,C066,P1008,28-11-2021,456.00,47.00%
OD1182,C067,P1009,01-12-2021,516.00,47.00%
OD1183,C068,P1010,20-12-2022,355.00,46.00%
OD1184,C069,P1011,06-05-2021,465.00,46.00%
OD1185,C070,P1012,08-01-2023,965.00,46.00%
OD1186,C071,P1013,11-10-2022,1158.00,30.00%
OD1187,C072,P1014,08-02-2022,264.00,30.00%
OD1188,C073,P1015,25-11-2021,433.00,30.00%
OD1189,C074,P1016,04-06-2022,562.00,30.00%
OD1190,C075,P1017,31-05-2022,423.00,30.00%
OD1191,C076,P1018,03-02-2022,621.00,35.00%
OD1192,C077,P1019,01-03-2023,333.00,35.00%
OD1193,C078,P1020,14-10-2021,236.00,35.00%
OD1194,C079,P1021,20-01-2022,456.00,35.00%
OD1195,C080,P1022,23-03-2021,963.00,35.00%
OD1196,C081,P1022,24-06-2022,234.00,35.00%
OD1197,C082,P1022,08-01-2023,456.00,40.00%
OD1198,C083,P1022,02-07-2022,564.00,40.00%
OD1199,C084,P1022,19-03-2022,634.00,15.00%
OD1200,C085,P1023,17-03-2022,236.00,15.00%
OD1201,C086,P1024,26-07-2021,444.00,15.00%
OD1202,C087,P1025,12-01-2021,456.00,35.00%
OD1203,C088,P1026,06-01-2021,963.00,35.00%
OD1204,C089,P1027,16-01-2021,456.00,35.00%
OD1205,C090,P1028,19-03-2023,1189.00,35.00%
OD1206,C091,P1029,06-11-2021,1298.00,55.00%
OD1207,C092,P1030,12-02-2021,1456.00,55.00%
OD1208,C093,P1031,04-04-2021,1478.00,55.00%
OD1209,C094,P1032,12-08-2022,256.00,55.00%
OD1210,C095,P1033,10-01-2023,2698.00,50.00%
OD1211,C096,P1034,25-02-2022,2364.00,50.00%
OD1212,C097,P1035,07-05-2021,1236.00,50.00%
OD1213,C098,P1036,09-09-2021,756.00,50.00%
OD1214,C099,P1037,12-07-2022,326.00,50.00%
OD1215,C100,P1038,03-09-2022,453.00,30.00%
OD1216,C001,P1039,27-05-2022,326.00,32.00%
OD1217,C002,P1040,13-06-2022,456.00,25.00%
OD1218,C003,P1041,11-12-2021,675.00,45.00%
OD1219,C004,P1042,13-01-2023,654.00,15.00%
OD1220,C005,P1043,30-07-2022,654.00,33.00%
OD1221,C006,P1044,20-07-2021,654.00,42.00%
OD1222,C007,P1045,02-01-2023,654.00,42.00%
OD1223,C008,P1046,07-01-2022,356.00,39.00%
OD1224,C009,P1047,13-01-2022,686.00,39.00%
OD1225,C010,P1048,23-03-2021,456.00,39.00%
OD1226,C011,P1049,09-05-2022,516.00,39.00%
OD1227,C012,P1050,30-07-2021,355.00,30.00%
OD1228,C013,P1051,01-08-2022,465.00,30.00%
OD1229,C014,P1052,09-03-2023,965.00,30.00%
OD1230,C015,P1053,03-04-2021,1158.00,25.00%
OD1231,C016,P1054,20-01-2021,264.00,25.00%
OD1232,C017,P1055,15-06-2022,433.00,30.00%
OD1233,C018,P1056,25-03-2022,562.00,30.00%
OD1234,C019,P1057,31-08-2022,423.00,30.00%
OD1235,C020,P1058,01-10-2022,621.00,40.00%
OD1236,C021,P1059,26-12-2021,333.00,40.00%
OD1237,C022,P1060,14-07-2021,236.00,40.00%
OD1238,C023,P1061,11-07-2021,456.00,40.00%
OD1239,C024,P1062,10-07-2021,963.00,40.00%
OD1240,C025,P1063,15-07-2021,234.00,40.00%
OD1241,C026,P1064,21-02-2021,456.00,45.00%
OD1242,C027,P1065,12-03-2023,564.00,45.00%
OD1243,C028,P1066,04-10-2022,634.00,45.00%
OD1244,C029,P1067,30-08-2022,236.00,47.00%
OD1245,C030,P1068,22-10-2021,444.00,47.00%
OD1246,C031,P1069,08-12-2022,456.00,46.00%
OD1247,C032,P1070,17-02-2022,963.00,46.00%
OD1248,C033,P1071,01-04-2021,456.00,46.00%
OD1249,C034,P1071,26-10-2021,1189.00,30.00%
OD1250,C035,P1071,10-07-2021,1298.00,30.00%
OD1251,C036,P1071,11-08-2022,1456.00,30.00%
OD1252,C037,P1071,24-04-2021,1478.00,30.00%
OD1253,C038,P1071,25-01-2021,256.00,30.00%
OD1254,C039,P1072,09-12-2022,2698.00,35.00%
OD1255,C040,P1073,02-12-2021,2364.00,35.00%
OD1256,C041,P1074,21-04-2021,1236.00,35.00%
OD1257,C042,P1075,27-12-2022,756.00,35.00%
OD1258,C043,P1076,18-12-2022,326.00,35.00%
OD1259,C044,P1077,09-06-2021,453.00,35.00%
OD1260,C045,P1078,03-08-2021,326.00,40.00%
OD1261,C046,P1079,07-10-2022,456.00,40.00%
OD1262,C047,P1080,15-03-2021,456.00,15.00%
OD1263,C048,P1081,05-02-2023,456.00,15.00%
OD1264,C049,P1082,21-06-2021,456.00,15.00%
OD1265,C050,P1083,05-02-2021,236.00,30.00%
OD1266,C051,P1084,10-01-2023,996.00,30.00%
OD1267,C052,P1085,26-06-2022,654.00,30.00%
OD1268,C053,P1086,11-06-2021,456.00,25.00%
OD1269,C054,P1087,19-06-2022,785.00,25.00%
OD1270,C055,P1088,03-09-2021,365.00,30.00%
OD1271,C056,P1089,08-07-2021,965.00,30.00%
OD1272,C057,P1090,12-05-2022,444.00,30.00%
OD1273,C058,P1091,17-01-2023,569.00,40.00%
OD1274,C059,P1092,28-11-2022,475.00,40.00%
OD1275,C060,P1093,30-12-2021,598.00,40.00%
OD1276,C061,P1094,01-02-2022,536.00,40.00%
OD1277,C062,P1095,02-07-2022,256.00,40.00%
OD1278,C063,P1096,25-12-2022,456.00,40.00%
OD1279,C064,P1097,24-04-2021,456.00,45.00%
OD1280,C065,P1098,17-09-2021,745.00,45.00%
OD1281,C066,P1099,03-02-2021,356.00,45.00%
OD1282,C067,P1100,29-08-2022,1189.00,47.00%
OD1283,C068,P1101,08-10-2022,426.00,47.00%
OD1284,C069,P1102,25-01-2022,1126.00,46.00%
OD1285,C070,P1103,12-03-2022,1145.00,46.00%
OD1286,C071,P1104,20-09-2021,1235.00,46.00%
OD1287,C072,P1105,16-02-2021,1564.00,30.00%
OD1288,C073,P1106,28-10-2022,654.00,30.00%
OD1289,C074,P1107,01-03-2023,854.00,30.00%
OD1290,C075,P1108,13-11-2021,475.00,30.00%
OD1291,C076,P1109,11-01-2021,475.00,30.00%
OD1292,C077,P1110,22-07-2022,475.00,35.00%
OD1293,C078,P1111,28-05-2021,475.00,35.00%
OD1294,C079,P1112,30-06-2021,475.00,35.00%
OD1295,C080,P1113,07-06-2022,475.00,35.00%
OD1296,C081,P1114,27-02-2021,475.00,35.00%
OD1297,C082,P1115,02-02-2021,475.00,35.00%
OD1298,C083,P1116,26-01-2021,564.00,40.00%
OD1299,C084,P1116,20-09-2021,478.00,40.00%
OD1300,C085,P1116,09-07-2021,1264.00,15.00%
OD1301,C086,P1116,03-03-2021,458.00,15.00%
OD1302,C087,P1116,02-10-2021,899.00,15.00%
OD1303,C088,P1116,30-11-2022,859.00,35.00%
OD1304,C089,P1117,02-02-2022,758.00,35.00%
OD1305,C090,P1118,15-02-2023,2354.00,35.00%
OD1306,C091,P1119,19-03-2023,2344.00,35.00%
OD1307,C092,P1120,03-11-2021,2453.00,55.00%
OD1308,C093,P1121,15-10-2022,2154.00,55.00%
OD1309,C094,P1122,14-01-2022,896.00,55.00%
OD1310,C095,P1123,01-09-2022,756.00,55.00%
OD1311,C096,P1124,24-03-2021,236.00,50.00%
OD1312,C097,P1125,03-02-2022,475.00,50.00%
OD1313,C098,P1126,27-12-2021,589.00,50.00%
OD1314,C099,P1127,09-12-2022,365.00,50.00%
OD1315,C100,P1128,16-09-2021,1233.00,50.00%
OD1316,C001,P1129,25-04-2021,1233.00,30.00%
OD1317,C002,P1130,16-07-2021,1233.00,32.00%
OD1318,C003,P1131,03-09-2022,1233.00,25.00%
OD1319,C004,P1132,04-04-2021,1233.00,45.00%
OD1320,C005,P1133,11-06-2022,1233.00,15.00%
OD1321,C006,P1134,18-06-2022,456.00,33.00%
OD1322,C007,P1135,26-06-2022,456.00,42.00%
OD1323,C008,P1136,26-02-2021,456.00,42.00%
OD1324,C009,P1137,01-07-2022,456.00,39.00%
OD1325,C010,P1138,16-03-2021,786.00,39.00%
OD1326,C011,P1139,31-01-2023,786.00,39.00%
OD1327,C012,P1140,04-11-2021,786.00,39.00%
OD1328,C013,P1141,23-06-2022,786.00,30.00%
OD1329,C014,P1142,23-02-2023,786.00,30.00%
OD1330,C015,P1143,06-01-2022,786.00,30.00%
OD1331,C016,P1144,23-03-2022,569.00,25.00%
OD1332,C017,P1145,30-09-2022,569.00,25.00%
OD1333,C018,P1146,12-02-2023,569.00,30.00%
OD1334,C019,P1147,19-11-2021,569.00,30.00%
OD1335,C020,P1148,18-03-2021,569.00,30.00%
OD1336,C021,P1149,20-05-2022,569.00,40.00%
OD1337,C022,P1150,19-04-2021,569.00,40.00%
OD1338,C023,P1151,17-06-2021,569.00,40.00%
OD1339,C024,P1152,01-05-2022,349.00,40.00%
OD1340,C025,P1153,22-02-2021,350.00,40.00%
OD1341,C026,P1154,30-11-2022,351.00,40.00%
OD1342,C027,P1155,15-01-2021,352.00,45.00%
OD1343,C028,P1156,06-06-2021,353.00,45.00%
OD1344,C029,P1157,13-12-2022,354.00,45.00%
OD1345,C030,P1158,26-07-2021,355.00,47.00%
OD1346,C031,P1159,10-07-2021,356.00,47.00%
OD1347,C032,P1160,25-09-2022,999.00,46.00%
OD1348,C033,P1161,07-05-2021,555.00,46.00%
OD1349,C034,P1162,11-03-2022,555.00,46.00%
OD1350,C035,P1163,23-08-2021,555.00,30.00%
OD1351,C036,P1164,15-08-2021,555.00,30.00%
OD1352,C037,P1165,14-01-2021,1025.00,30.00%
OD1353,C038,P1166,23-11-2022,1025.00,30.00%
OD1354,C039,P1167,02-09-2022,1025.00,30.00%
OD1355,C040,P1167,15-07-2022,555.00,35.00%
OD1356,C041,P1167,12-04-2022,599.00,35.00%
OD1357,C042,P1167,31-01-2023,555.00,35.00%
OD1358,C043,P1167,24-06-2022,555.00,35.00%
OD1359,C044,P1167,05-01-2021,565.00,35.00%
OD1360,C045,P1167,28-08-2021,555.00,35.00%
OD1361,C046,P1167,21-12-2022,999.00,40.00%
OD1362,C047,P1168,03-02-2022,999.00,40.00%
OD1363,C048,P1169,03-12-2021,999.00,15.00%
OD1364,C049,P1170,14-10-2021,999.00,15.00%
OD1365,C050,P1171,17-12-2021,1119.00,15.00%
OD1366,C051,P1172,07-09-2021,1119.00,32.00%
OD1367,C052,P1173,27-01-2021,1119.00,25.00%
OD1368,C053,P1174,13-08-2022,1119.00,45.00%
OD1369,C054,P1175,18-06-2022,985.00,15.00%
OD1370,C055,P1176,07-03-2021,985.00,33.00%
OD1371,C056,P1177,16-02-2022,985.00,42.00%
OD1372,C057,P1178,20-08-2022,985.00,42.00%
OD1373,C058,P1179,01-09-2022,985.00,39.00%
OD1374,C059,P1180,17-10-2021,369.00,39.00%
OD1375,C060,P1181,22-03-2021,399.00,39.00%
OD1376,C061,P1182,31-03-2023,399.00,39.00%
OD1377,C062,P1183,16-04-2021,399.00,30.00%
OD1378,C063,P1184,24-11-2022,399.00,30.00%
OD1379,C064,P1185,16-05-2022,555.00,30.00%
OD1380,C065,P1186,09-02-2023,555.00,25.00%
OD1381,C066,P1187,11-07-2022,555.00,25.00%
OD1382,C067,P1188,31-10-2021,555.00,30.00%
OD1383,C068,P1189,24-04-2022,675.00,30.00%
OD1384,C069,P1190,08-10-2022,675.00,30.00%
OD1385,C070,P1191,03-04-2022,675.00,40.00%
OD1386,C071,P1192,16-01-2022,654.00,40.00%
OD1387,C072,P1192,19-07-2022,654.00,40.00%
OD1388,C073,P1192,30-10-2021,654.00,40.00%
OD1389,C074,P1192,02-11-2021,654.00,40.00%
OD1390,C075,P1192,17-10-2021,356.00,40.00%
OD1391,C076,P1192,13-03-2023,686.00,45.00%
OD1392,C077,P1192,16-01-2023,456.00,45.00%
OD1393,C078,P1192,20-03-2023,516.00,45.00%
OD1394,C079,P1192,25-01-2022,355.00,47.00%
OD1395,C080,P1193,17-03-2021,465.00,47.00%
OD1396,C081,P1194,26-02-2021,965.00,46.00%
OD1397,C082,P1195,02-04-2021,1158.00,46.00%
OD1398,C083,P1196,21-12-2021,264.00,46.00%
OD1399,C084,P1197,10-03-2022,433.00,30.00%
OD1400,C085,P1198,09-08-2021,562.00,30.00%
OD1401,C086,P1199,28-04-2021,423.00,30.00%
OD1402,C087,P1200,07-07-2022,621.00,30.00%
OD1403,C088,P1201,29-06-2022,333.00,30.00%
OD1404,C089,P1202,27-08-2021,236.00,35.00%
OD1405,C090,P1203,14-02-2022,456.00,35.00%
OD1406,C091,P1204,01-08-2021,963.00,35.00%
OD1407,C092,P1205,01-12-2022,234.00,35.00%
OD1408,C093,P1206,31-10-2021,456.00,35.00%
OD1409,C094,P1207,18-02-2021,564.00,35.00%
OD1410,C095,P1208,27-03-2022,634.00,40.00%
OD1411,C096,P1209,27-12-2022,236.00,40.00%
OD1412,C097,P1210,12-04-2022,444.00,15.00%
OD1413,C098,P1211,14-08-2021,456.00,15.00%
OD1414,C099,P1212,20-07-2021,963.00,15.00%
OD1415,C100,P1213,28-11-2021,456.00,35.00%
OD1416,C001,P1214,10-10-2021,1189.00,35.00%
OD1417,C002,P1215,13-02-2021,1298.00,35.00%
OD1418,C003,P1216,23-10-2021,1456.00,35.00%
OD1419,C004,P1217,08-09-2022,1478.00,55.00%
OD1420,C005,P1218,01-07-2022,256.00,55.00%
OD1421,C006,P1219,24-08-2022,2698.00,55.00%
OD1422,C007,P1220,10-07-2022,2364.00,55.00%
OD1423,C008,P1221,28-10-2021,1236.00,50.00%
OD1424,C009,P1222,15-06-2022,756.00,50.00%
OD1425,C010,P1223,11-01-2021,326.00,50.00%
OD1426,C011,P1224,04-01-2021,453.00,50.00%
OD1427,C012,P1225,07-11-2022,326.00,50.00%
OD1428,C013,P1226,20-08-2021,456.00,30.00%
OD1429,C014,P1227,07-03-2022,675.00,32.00%
OD1430,C015,P1228,13-08-2022,654.00,25.00%
OD1431,C016,P1229,26-01-2023,654.00,45.00%
OD1432,C017,P1230,14-02-2022,654.00,15.00%
OD1433,C018,P1231,17-07-2021,654.00,33.00%
OD1434,C019,P1232,06-11-2022,356.00,42.00%
OD1435,C020,P1233,14-11-2021,686.00,42.00%
OD1436,C021,P1234,22-12-2021,456.00,39.00%
OD1437,C022,P1235,07-10-2022,516.00,39.00%
OD1438,C023,P1236,13-02-2023,355.00,39.00%
OD1439,C024,P1237,23-02-2021,465.00,39.00%
OD1440,C025,P1238,04-05-2021,965.00,37.00%
OD1441,C026,P1239,04-07-2022,1158.00,37.00%
OD1442,C027,P1240,09-12-2022,264.00,37.00%
OD1443,C028,P1241,13-08-2021,433.00,37.00%
OD1444,C029,P1242,21-11-2021,562.00,37.00%
OD1445,C030,P1243,15-07-2021,423.00,40.00%
OD1446,C031,P1244,06-02-2021,621.00,40.00%
OD1447,C032,P1245,11-05-2021,333.00,40.00%
OD1448,C033,P1246,13-08-2021,236.00,40.00%
OD1449,C034,P1247,04-02-2023,456.00,40.00%
OD1450,C035,P1248,15-12-2021,963.00,34.00%
OD1451,C036,P1249,05-09-2021,234.00,34.00%
OD1452,C037,P1250,16-02-2023,456.00,34.00%
OD1453,C038,P1251,05-04-2021,564.00,34.00%
OD1454,C039,P1252,30-04-2021,634.00,34.00%
OD1455,C040,P1253,30-04-2021,236.00,38.00%
OD1456,C041,P1254,06-06-2021,444.00,38.00%
OD1457,C042,P1255,20-02-2022,456.00,38.00%
OD1458,C043,P1255,20-02-2021,963.00,38.00%
OD1459,C044,P1255,14-11-2022,456.00,38.00%
OD1460,C045,P1255,09-01-2023,1189.00,21.00%
OD1461,C046,P1255,10-03-2023,1298.00,21.00%
OD1462,C047,P1255,22-02-2022,1456.00,21.00%
OD1463,C048,P1255,09-02-2022,1478.00,21.00%
OD1464,C049,P1255,02-08-2022,256.00,21.00%
OD1465,C050,P1256,04-01-2021,2698.00,22.00%
OD1466,C051,P1257,14-10-2021,2364.00,22.00%
OD1467,C052,P1258,29-06-2022,1236.00,22.00%
OD1468,C053,P1259,14-02-2023,756.00,22.00%
OD1469,C054,P1260,30-11-2021,326.00,22.00%
OD1470,C055,P1261,26-06-2022,453.00,22.00%
OD1471,C056,P1262,06-03-2021,326.00,30.00%
OD1472,C057,P1263,02-06-2022,456.00,30.00%
OD1473,C058,P1264,19-12-2022,675.00,30.00%
OD1474,C059,P1265,28-07-2021,654.00,30.00%
OD1475,C060,P1266,27-12-2022,654.00,30.00%
OD1476,C061,P1267,24-10-2022,654.00,30.00%
OD1477,C062,P1268,23-06-2021,654.00,14.00%
OD1478,C063,P1269,29-12-2022,356.00,14.00%
OD1479,C064,P1270,15-03-2021,686.00,14.00%
OD1480,C065,P1270,20-01-2022,456.00,14.00%
OD1481,C066,P1270,27-03-2023,516.00,12.00%
OD1482,C067,P1270,23-11-2021,355.00,12.00%
